"No DESIGNATION","COMMENTAIRE DE SIG","CODE RELEVE","COMMENTAIRE","BLOC NOTE","COMMLITIGEPIDI"
"299174764","","DMS","/DMS/#PTO_non existante#/Test ko cause autres intervenants sur le reseau porte gauche t te 1H06 pour moi et le prblm est en O01/internet ok chez le client 90m 3 port es /DAE KO/Test ko cause autres intervenants sur le r seau porte gauche t te 1H06 pour moi et le prblm est en O01/internet ok chez le client","","\"
"297130776","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/PLP OK La cliente a refus de signer /DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\"
"299174765","","DMS","/DMS/#PTO_non existante#/Aerien fa ade 3 poteaux 200m Delc/DAE KO/ Vu avec Axel de constructel pas de delc","","\"
"299193382","","","","",""
"299174809","","DMS","/DMS/#PTO_non existante#/Raccordement en Aerien ok Pto install  e selon le souhait du client ok Delc ok/DAE OK/","","\"
"298672545","","DMS","/DMS/#PTO_non existante#/passage en souterrain client ok /DAE OK/","","\"
"296144718","","DMS","/DMS/#PTO_non existante#/Pavillons souterrain 50m 1fo pose PTO /DAE OK/","","\\$GM$ CP Laisse mevo le 03/05 pour reprendre nouveau RDV des TVC fini  $APSM$  /GEM/#LITIGE: CP-Travaux sur conduite privative#/Client va poser une gaine en partie privative  va contacter la CA une fois les travaux realis  s  et souhaite que l'intervention soit faite par le m  me technicien merci de remettre le dossier \"
"297783671","","","","",""
"297050411","","DMS","/DMS/#PTO_non existante#/Raccordement aerien  deux cents metres de cables  le client  la prise optique la o il la souhaite crioc beug /DAE OK/","","\\$GM$ LO Rdv rpr avec le client le mardi 3/05 client pas disponible \"
"297070309","","DMS","/DMS/#PTO_non existante#/Installation complete ok Pto pose ok/DAE OK/","","\"
"298098946","","ANN","/ANN-CLI/ CLIENT NOUS INFORME QUIL VA ANNULER SON CONTRAT FIBRE","","\\$GM$ RDV REPRIS AVEC MR LE 02/05 ENTRE 13H ET 16H \$GM$ INTERVENTION EN COURS \\"
"296259203","","DMS","/DMS/#PTO_non existante#/Pose 80 metres cable aerien 2 traverse et elagage pour passer cable Pose PTO et jrt pm Delc ok chez CLT /DAE OK/","","\"
"297050426","","RMC","laisse mevo le 03/05 pour informer client de contacter le 3900 pour reprise de rdv dossier hors delais $APSM$ clt injoignable apres plusieurs reprise GEM depasse","","\\$GM$ client obtenu le 21/04  rdv confirme le 27/04 a partir de 8H ke \$GM$ clt injoignable   msg laisse pour reprise de rdv     HA*  \"
"299711814","","DMS","/DMS/#PTO_non existante#/ Ok dms raccordement aerien test ok signal ok Cim et crioc effectuer probleme de localisation sur crioc Pto et boxe dans le salon /DAE OK/","","\\$GM$ Client obtenu par le technicien le 24/04  Rdv confirme le 29/04 a partir de 9h\"
"298076230","","","","",""
"297897818","","","","",""
"296146436","","ETU","Vue avec amel. Ya pas de fiber disponible","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\\$GM$ LO  Laisse MEVO au  0615568735 le  17/04  a 15H58 pour reprendre nouveau RDV / $APAF$  \$GM$ / Client obtenu au  0615568735 le 24/04 a 17:15 pour reprise de rdv pour le 28/04 a partir de 08:00 $APJB$\\"
"297050786","","DMS","/DMS/#PTO_non existante#/Raccordement complet effectue en a rien le client a la prise optique o il le souhaite rien signaler tout est OK pm-18 pto-19 /DAE OK/","","\\$GM$ CP  laisse  mevo  au 06  le  19/04 a 18h30 pour reprendre nouveau RDV des TVC fini / $APAF$   /GEM/#LITIGE: EP-Elagage en domaine privatif#-#LITIGE: DR-Probleme de Regard#-#LITIGE: DR-Probl  me de Regard#-#LITIGE: CP-Travaux sur conduite privative#-#LITIGE: CP-Travaux sur conduite privative#-#LITIGE: CP-Travaux su\$GM$ / Client obtenu au 0608030895 le 05/05 a 09:50 pour reprise de rdv pour le 08/05 a partir de 14:00 $APJB$\"
"297013657","","DMS","/DMS/#PTO_non existante#/Mohand ok raccordement pavillon en aerien ok pto pos au salon a la demande du client val pm-17 Val pto-18 delck ok /DAE OK/","","\"
"298476997","","RMF","Hors delais. Le client contacte son opt. $APSP$","#ContactClient 0750474696 #ContactClient 0750474696#ContactClient 0750474696#ContactClient 0750474696 ","\\ $GM$ LO a reprendre Laisse MEVO au  18/04  pour reprendre nouveau RDV $APle$\$GM$ Obtenu M. Lazennec au 0632833355  le 21/04 a 10h29   repris RDV le 28/04 entre 10h   14h / $APTE$ 3eme etage chambre 303\$GM$ Un rdv a ete repris par le technicien pour le 05/05 a 14h00 $APSM$ \"
"296310342","","","","",""
"299774319","","","","",""
"299776616","","","","",""
"223443248","","","","",""
"296147969","","DMS","/DMS/#PTO_non existante#/Pavillon aerien 150m/DAE OK/","","\\$GM$ CP  laisse  mevo  au  0674805317 le  19/04 a 18h30 pour reprendre nouveau RDV des TVC fini / $APAF$   /GEM/#LITIGE: PF-Passage en faux plafond#-#LITIGE: CP-Travaux sur conduite privative#-/Pas de gaine entre l'arrivee de c cble ( point de p  n  tration)  et le tableau   lectrique   avec un passage au Faux plafond \$GM$ TH Obtenu client le 06/05 a 13h48 sur le 0674805317. Rdv repris pour le 08/05 a partir de 14h. $APSP$\"
"296853891","","","","",""
"298927743","","DMS","/DMS/#/Passage de cable Aero souterrain pto au salon ape ok TV orange ok tout est fonctions chez le client pavillon ok/DAE OK/","","\\$GM$ INTERVENTION EN COURS EN 29/04\$GM$ Rendez-vous repris pour le 06/05 entre 08h et 11h a prioriser client dispo seulement Ce samedi \$GM$  INTERVENTION EN COURS\"
"298160905","","DMS","/DMS/#PTO_non existante#/Raccordement aerien ok. Passage de c cble en aerien. Pto installe dans le salon a la demande du client. Valeur pm-18 Valeur pto--19. Ras /DAE OK/","","\"
"223443013","","","","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.",""
"223443132","","","","",""
"298250036","","RMC","laisse mevo le 29/04 pour informer client de contacter le 3900 pour reprise de rdv dossier hors delais $APSM$ /GEM//Client absent /DAE NA/Non eligible au DAE","","\\Rdv repris pour le 21 avril a 13h. Prevoir equipe binome pour passage cable et reperage gaine etage 2\$GM$ TH\\Obtenu clt au  0780551252  le 22/04 repris rdv le 29/04 a  partir 10h00 $APEP$\"
"229009990","","DMS","/DMS/#PTO_non existante#/Pose pto +ters 100m c cble aerien test client ok installation client ok /DAE OK/","","\\$gm$ lo  Repris RDV pour le 26/04 a 13h \$gm$ lo  Repris RDV pour le 29/04 a 9h \"
"298539136","","RMC","le client a demande detre rappeler plus tard et la il est injoignable pour nrdv","","\\$GM$ RDV REPRIS LE 06/05 ENTER 13H ET 16H \$GM$ INTERVENTION EN COURS \$GM$ A RAPPELER POUR UN RDV \"
"299719625","","DMS","/DMS/#PTO_non existante#/Installation souterrain complete OK PTO pose dans le salon a la demande de client /DAE OK/","","\\$GM$ LO obtenu client le 22/04 a 14h05 client indique que pour le moment ne pourras prendre rdv / elle rappellera pour programmer autre date $APCG$\$GM$ Obtenu M. Lorent au 0688305540 le 25/04 a 15h11   repris RDV le 06/05 entre 08h11   h / $APTE$\"
"298530450","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Passer jrt au pm Installation existant Pto /DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\\$rdv repris avec madame mamoune pour le 28 avril a partir de 15h$\$GM$ LO Rdv repris  5/05/23 13:00 \"
"298192490","","DMS","/DMS/#PTO_non existante#/Tirage de c cble 100m pose pt tout est ok /DAE OK/","","\"
"296613789","","","","",""
"296612429","","","","",""
"297651453","","","","",""
"299175217","","","","",""
"299185772","","","","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.",""
"298073338","","","","",""
"299591552","","","","",""
"223461807","","","","",""
"223468796","","","","",""
"223442381","","","","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.",""
"299097394","","","","",""
"223448192","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Raccordement plp test DelC ok rdv avanc vue avec client CA ok /DAE OK/photo preaxedo ok","","\\$GM$ LO Obtenu clt le 25/04 au  0695460723  repris rdv le 28/04 a partir de 14h $APIL$\"
"223447985","","","","",""
"296364607","","","","",""
"223513963","","","","",""
"296410559","","","","",""
"296474310","","TVC","/GEM// ?lagage a la charge du client plusieurs arbre elagage /DAE NA/Non ligible au DAE","","\\$GM$ CP /GEM/#LITIGE: DR-Probleme de Regard#/Soit effectuer une recherche de Regard si existant soit accepter le fait que seul l'aerien est viable sur ce dossier  Client appel orange quand c'est OK pour lui/DAE NA/Non   ligible au DAE\$GM$ Relance le 12/04// msg laisse  AM\$GM$ AB /GEM/#LITIGE: AB-Client absent#/Client absent.arrive que apres midi.vu avec client au tel  phone.repris rdv le 5/05 a 9h/DAE NA/Non   ligible au DAE\\"
"298076471","","","","",""
"298252154","","","","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.",""
"296144258","","DMS","/DMS/#PTO_non existante#/Pto dans le salon Pose 100m de c cble Delc ok ligne operationel /DAE OK/","","\"
"297070433","","TVC","La cliente ne va pas faire les travaux . Elle annule la commande $APSP$ /GEM/-#Entre 10 et 20 metres#-/DAE NA/Non eligible au DAE","","\\"
"298192058","","DMS","/DMS/#PTO_non existante#/Racc aerien ok Pto compteur Tout est ok 2 poteaux /DAE OK/","","\\$GM$ LO Rendez-vous repris pour le jeudi 11/05/2023 a partir de 8h \$GM$ TH Obtenu client le 05/05 a 13h43 sur le 0642422629. Rdv repris pour le 08/05 a partir de 10h. $APSP$\"
"298927866","","DMS","/DMS/#PTO_non existante#/Adduction souterraine emplacement pto plus chemin de c cble vus avec le client /DAE OK/","","\\$GM$ RDV REPRIS AVEC MME LE 21/04 ENTRE 15H30 ET 18H\$rdv repris avec la cliente pour le 25 avril a partir de 8H$\\"
"299174774","","DMS","/DMS/#PTO_non existante#/Installation aerien complete complexe ok PTO pos dans le salon a la demande de client /DAE OK/","","\\$GM$ lo 02/05 10h12 suite rappel de mr LIEN 0610622655 rdv anticipe  avance au 05/05 matin <10h et 14h> $apib$\"
"299556305","","PAD","/PAD//adresse client au 27 placis du courtil PB pour le client ne ressort pas sur la m me pm Vu avec Marwa gtc/DAE NA/Non eligible au DAE","","\"
"298531830","","DMS","/DMS/#PTO_non existante#/Passage de c cble en immeuble precable 30m ok test delc ok inter ok /DAE OK/","","\\$GM$ RDV LE 28/04 ENTRE 15H ET 17H \$GM$ RDV REPRIS AVEC MME LE 05/05 A 14H \$GM$ INTERVENTION EN COURS\"
"298075009","","","","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.",""
"298810725","","","","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.",""
"299174776","","DMS","/DMS/#PTO_non existante#/Pose 70m de c cble 1fo en fa ade +souterrain +pose pto +installer les equipements a la demande du client delc ok /DAE OK/","","\\$GM$ TH  Le tech a repris rdv avec le client pour le /a partir de  $APAF$  /GEM/#LITIGE: MC-Besoin nacelle#/DAE NA/Non eligible au DAE besoin. Nacelle installation en facade \"
"223467414","","DMS","/DMS/#PTO_existante#-#Malfacon PLP detectee#-#Cheminement#-/EMUT_SFRA_20230427090652_0 Pto dans le salon Tout est ok Enquete satisfaction vu /DAE OK/","","\"
"296145833","","DMS","/DMS/#PTO_non existante#/150 metre de c cble pose pto dlec ok/DAE OK/","","\"
"297018410","","","","",""
"223462276","","","","",""
"223443270","","TVC","Pas de passage possible entre le client et l arriver du cable dans le couloir d3 l immeuble  client va faire le necessaire  pas de date de prevu pour la fin de travaux","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\\Pas de passage possible entre le client et l arriver du cable dans le couloir d3 l immeuble\$GM$ Obtenu clt le 05/05 au  0636151773 repris rdv le 08/05 a partir de 14h $APIL$\\"
"297446246","","","","",""
"296506683","","TVC","/TVC/#Le client a des travaux a faire mais ne souhaite pas les realiser#----","","\\"
"297440612","","","","",""
"297701795","","DMS","/DMS/#PTO_non existante#/Intervention termine prise install dans l armoire lectrique a la demande du client passage de c cble 90m en souterrain /DAE OK/","","\"
"297490857","","","","",""
"296146549","","DMS","/DMS/#PTO_non existante#/Pose jrtor a pm + 100m de c cble fibre + pto + delc ok mise en service /DAE OK/","","\\$GM$ Obtenue client le 21/04  pour reprise de rdv pour le 28/04   a partir de  13H  $APAF$  Client va poser une gaine du poteau au regard + rdv vendredi a partir de 13h vu avec le client + ot a donner a Daniel figueiredo vu avec Tiago \"
"297261088","","DMS","/DMS/#PTO_non existante#/Installation airien pto pose dans Salon a la demande du client pto pose dans Salon /DAE OK/","","\"
"299348012","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/PTO existante ok Ont ok Code de d charge : J746415/DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\\$GM$ Un rdv a ete repris par le technicien pour le 28/04 a partir de 08h00 $APSP$  /GEM/#LITIGE: AB-Client absent#/A ce jour le client est absent.  Photo en piece jointes.  Enqu  te de satisfaction vu /DAE NA/Non eligible au DAE\"
"297133315","","DMS","/DMS/#PTO_non existante#/Pose jarretiere+tirage kit30m immeuble dans le fourreau aiguillage ok+mutation fibre car occupe PBO 999319 tube rouge fibre blanche porte droite t te #2/B24 code d charge A660390+pose pto+test ok/DAE OK/","#ContactClient 0687200158 #ContactClient 0687200158 ","\\/GEM/#LITIGE: AB-Client absent#/Le client est absent /DAE NA/Non eligible au DAE\$GM$ Obtenu Mme Vecchiola au 3900 le 25/04 a 14h55   repris RDV le 28/04 entre 10h   14h / $APTE$\/GEM/#LITIGE: RA-Refus passage en apparent dans les parties communes#/Le client va demander l'autorisation du syndic pour passage de c cble en apparents /DAE NA/Non eligible au DAE\$GM$ Obtenu Mme Vecchiola au 0687200158 le 04/05 a 16h12   repris RDV le 08/05 entre 10h   14h / $APTE$\"
"299193335","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/PTO d ja existantes Test Delc ok Nouvelle route PB 994 tube vert fibre rouge Fi-4061-7016 D charge( J750613)/DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\"
"297470630","","ANN","/ANN-CLI/Suite appel client le 29/04 la cliente resilie sa commande $APTE$","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\\$GM$ LO Obtenu Client le 20/04 repris RDV le29/04 a 08h / $APSM$*\\"
"223302937","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Plp ok Pm ok Pbo ok Ro ok/DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\"
"296619041","","","","",""
"298937028","","DMS","/DMS/#PTO_non existante#/DAE OK/ Technicien issam intervention souterraine CLEINT ok ont ok","","\"
"299629484","","TVC","Hors delais. Le client contacte son opt. $APSP$","","\\$GM$ CP Envoye SMS au 06 le 29/3  a 18h30 pour reprendre nouveau RDV des TVC fini + laisse mevo pour infos travaux/ $APSM$ /GEM/#LITIGE: DM-Deplacer du mobilier pour lib  rer l'acces#/Le client doit d  placer l'  tag  re pour avoir acc  s aux fourreaux  il ne souhaite pas le faire aujourd'hui /DAE NA/Non   ligible au D\$GM$ Relance le 12/04 // msg laisse pour reprise de rdv  AM\\"
"299776571","","","","",""
"297131078","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/apcp ok plp ok/DAE OK/","","\\$GM$ AB /GEM/#LITIGE: AB-Client absent#/Client absent au rendez vous et contact errone et ne r  pond a la sonnette /DAE NA/Non   ligible au DAE\$GM$ Obtenu Mme Stivala au 0670466554 le 27/04 a 10h12   repris RDV le 06/05 entre 08h   12h / $APTE$\"
"297050789","","DMS","/DMS/#PTO_non existante#/Raccordement aerien  150 m. OK boxe OK. R.A.S./DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\\Chantier realisable besoin de nacelle plus binome route optique cree PB 998222 tube blanc fibre violet position PM porte droite/tete#03/D23 panneau operateur slot #2/L03 numero de decharge A646492 rendez repris avec le client sur place pour 10/05 a 8h00\"
"299182933","","TVC","Suite a plusieurs relances aucun retour de la part du clt  laisse mevo le 26/04 clt doit recontacter son operateur $APIL$ $GM$ CP /GEM/---/La gaine pri","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\\$GM$ CP  /GEM/#LITIGE: DD-Deplacer l'arriv  e int  rieure#-#LITIGE: CP-Travaux sur conduite privative#-#LITIGE: CP-Travaux sur conduite privative#-/La gaine principale menant a l'ext  rieur   craser aucune des deux aiguille ne parvient    passer dans les deux sens. Pr  voir la pose d'une nouvelle gaine. Pr  voir nacel \$GM$$GM$ CP  /GEM/#LITIGE: DD-Deplacer l'arriv  e int  rieure#-#LITIGE: CP-Travaux sur conduite privative#-#LITIGE: CP-Travaux sur conduite privative#-/La gaine principale menant a l'ext  rieur   craser aucune des deux aiguille ne parvient    passer dans les deux sens. Pr  voir la pose d'une nouvelle gaine. Pr  voir na\\"
"298538019","","","","",""
"298167304","","DMS","/DMS/#PTO_non existante#/Racc aerien ok Pto bureau Tout est ok 200m 4 poteaux /DAE OK/","","\"
"297652667","","","","",""
"297528077","","DMS","/DMS/#PTO_non existante#/ Raccordement aerien  50 m de cables  le client  la prise optique o il le souhaite/DAE OK/","","\"
"298196518","","","","",""
"298192170","","DMS","/DMS/#PTO_non existante#/passage en souterrain client ok /DAE OK/","","\"
"298167306","","ANN","/ANN-TVX-CLI//ANN//Client annule son intervention suite au travaux a effectuer /DAE NA/Non ? ligible au DAE","","\\"
"297264461","","DMS","/DMS/#PTO_non existante#/Mohand ok raccordement pavillon en aerien ok pto pos au salon a la demande du client val pm-17 Val pto-18 delc ok /DAE OK/","","\"
"298477795","","RMF","Laisse MEVO au 27/04 pour reprendre nouveau RDV AVEC OPERATEUR $APle$","","\\$GM$ CP /GEM/#LITIGE: CP-Travaux sur conduite privative#/Client ne souhaite pas avoir de c cble aerien noir sur fa  ade   client va voir pour faire poser gaine /DAE NA/Non   ligible au DAE\$GM$ RV// Obtenu client au 0688587237 le 18/04  a 16:12  RDV repris pour le 26/04 a partir de 14:00  $APHB$\"
"297783629","","","","",""
"223288356","","DMS","Raccordement pm tout est ok","","\\$GM$ LO /GEM/#Litige: RF - Rendez-vous non honore Orange#/Manque de temps. Rdv repris en contact telephonique avec le client pour samedi 22/04 des 8h. Marge matin./DAE NA/Non eligible au DAE\/GEM/#LITIGE: IC-Installation inaccessible cause client#/Le client va se procurer les clefs du local fib et recontactera la CA pour reprendre un rdv /DAE NA/Non eligible au DAE\$GM$ Obtenu M. Dufeil au 0650663760 le 24/04 a 11h06   repris RDV le 29/04 entre 10h   14h / $APTE$\"
"298934070","","","","",""
"296850934","","DMS","/DMS/#PTO_non existante#/PTO installer a la demande de client dans le salon /DAE OK/","","\"
"297010510","","","","",""
"298753510","","DMS","/DMS/#PTO_non existante#/Passer jrt au pm Pose 3 portees c cble 1fo Pose pto /DAE OK/","","\"
"298096432","","RMC"," client injoignable pour reprendre un rendez-vous apres plusieurs relances","","\\$GM$  INTERVENTION EN COURS\$GM$OT EN COURS\$GM$ EN ATTENTE APPEL CLIENT \"
"296852437","","DMS","/DMS/#PTO_non existante#/Installation complete ok construction de prise pto passage du c cble en aerien tout fonctionne bien /DAE OK/","","\"
"297446473","","","","",""
"296852557","","DMS","/DMS/#PTO_non existante#/installation complete ok en aero souterrain Passage cable au desir du client Tout est ok Client satisfait /DAE OK/","","\"
"299772680","","","","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.",""
"298538001","","DMS","Passage de cable souterrain apres en facade pto au salon signal -20 tout est fonctions chez le client","","\\$GM$  INTERVENTION EN COURS\$GM$ RDV REPRIS AVEC MR LE 24/04 ENTRE 10H ET 12H\$GM$ rdv repris pour le 28/04 entre 10h et 12h A prioriser  \$GM$  INTERVENTION EN COURS \$GM$ rdv le 08/05 entre 8h et 11h\$GM$ INTERVENTION EN COURS \"
"299776619","","","","",""
"299190766","","","","",""
"297890563","","DMS","/DMS/#PTO_non existante#/Raccordement aerien  150 m de cables  Client   la prise optique la o il la souhaite/DAE OK/","","\\$GM$ CP Laisse mevo pour reprendre nouveau RDV des TVC fini $APAB$  /GEM/#LITIGE: EP-Elagage en domaine privatif#-#LITIGE: CP-Travaux sur conduite privative#-#LITIGE: CP-Travaux sur conduite privative#-/Gaine et   coup   et bouch  e  le client doit r  parer l'ancienne gaine /DAE NA/Non   ligible au DAE\$GM$ Obtenue client le 07/04  pour reprise de rdv pour le 27/04   a partir de  13H  $APAF$ \"
"298099291","","RMC","Suite a plusieurs relances aucun retour de la part du clt  laisse mevo le 29/04 clt doit recontacter son operateur $APIL$","","\\\"
"296853524","","DMS","/DMS/#PTO_non existante#/Installation complete ok en aerien Passage c cble au d sir du client Tout est ok Client satisfait /DAE OK/","","\"
"297051749","","DMS","/DMS/#PTO_non existante#/150m de c cble Aero souterrain Pto dans bureau Delc ok/DAE OK/","","\\$GM$ th Laisse MEVO au 0678681370  le  19/04  a 10h43 pour reprendre nouveau RDV / $APAF$ Besoin de nacelle     \$GM$ TH Suite appel client le 20/04 13h  pris RDV le 26/04 entre 14h30 et 18h $APMJ$\Le client doit passer une gaine du poteaux a sont arrive dans la maison il va effectuer les travaux + besoin de nacelle + binome + pose de traverse sur apuis enedis \$GM$ Suite appel client le 02/05  pris RDV le 10/05 entre 14h30 et 18h $APMJ$\"
"298099390","","DMS","/DMS/#PTO_non existante#/Passage du c cble en aerien ok pto pos  a la demande du client ok test ko on est pas responsable on rien touch /DAE KO/Maj","","\\$GM$ Rendez-vous pour le 09/05 entre 13h00 et 15h00 Besoin de nacelle car passage en aerien et non en souterrain \$GM$   INTERVENTION EN COURS \"
"298677669","","DMS","/DMS/#PTO_non existante#/Racc aerien ok Pto bureau 2 poteau 70m tout est ok/DAE ERROR/","","\$GM$ RV// Obtenu client au 0632707056 le 05/05  a 15:40  RDV repris pour le 08/05 a partir de 10:00 $APHB$\"
"296839484","","DMS","/DMS/#PTO_non existante#/Installation complete ok construction de prise pto passage du c cble en aerien tout fonctionne bien /DAE OK/","","\"
"296500825","","DMS","/DMS/#PTO_non existante#/$XXXXXX@XXX.XX$ 1 pavillon aerosout 1 fo 140m/DAE OK/","","\"
"298975952","","DMS","/DMS/#PTO_non existante#/Adduction immeuble apparent emplacement pto plus chemin de cable vus avec le client /DAE OK/","","\\$GM$ Obtenu M. Calvez au 0761718823  le 17/04 a 11h46   repris RDV le 21/04 entre 08h   11h / $APTE$\\$GM$  INTERVENTION EN COURS\$GM$ CP  laisse  mevo  au  0761718823   le  21/04 a 11H39 pour reprendre nouveau RDV des TVC fini / $APAF$  #LITIGE: RA-Refus passage en apparent dans les parties communes#  ECHEC  ILFAUT AVOIR LAUTORISATION DE SYNDIC POUR LE PASAGE DE CABLE / LE CLIE T FERA LE NECESSAIRE ET NOUS CONTACTE POUR UN RDV \$GM$ Obtenu clt le 24/04 au 0761718823 repris rdv le 27/04 a partir de 14h $APIL$\$GM$ INTERVENTION EN COURS\$GM$ Obtenu M. Le calvez au 0761718823 le 28/04 a 09h31   repris RDV le 02/05 entre 15h30   18h / $APTE$\$GM$ Obtenu M. le calvez au 0761718823  le 02/05 a 16h55   repris RDV le 05/05 entre 08h   11h / $APTE$\"
"223449020","","DMS","/DMS/#PTO_non existante#/Racc souterain ok Pbo ok Pm ok Ro ok Mutation pbo ok photo en pj /DAE OK/","","\"
"299142667","","","","",""
"296311434","","","","",""
"297669973","","","","",""
"297702094","","","","",""
"296551731","","TVC","/ANN//Travaux en partie privatif client va effectuer les travaux pas avant septembre souhaite annuler sa commande/DAE NA/Non eligible au DAE","","\\"
"296504596","","DMS","/DMS/#PTO_non existante#/Pose jrtor a la PM 80m c cble fibre optique Pose pto delc ok mise en service /DAE OK/","","\"
"296850930","","DMS","/DMS/#PTO_non existante#/Pose jrtor a pm + 100m de c cble fibre + pto + delc ok mise en service /DAE OK/","","\"
